date,all_ani,all_all,endangered_mammals,threatened_mammals,endangered_birds,threatened_birds,endangered_reptiles,threatened_reptiles,endangered_amphs,threatened_amphs,endangered_fish,threatened_fish,endangered_snails,threatened_snails,endangered_clams,threatened_clams,endangered_crustaceans,threatened_crustaceans,endangered_insects,threatened_insects,endangered_arachnids,threatened_arachnids,endangered_coral,threatened_coral,endangered_plants,threatened_plants,end_ani,thrt_ani,end_all,thrt_all
1 Jul 76,178,178,35,1,65,1,8,0.0,4,0.0,30,4,0.0,0.0,22,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,170,8,170,8
1 Sep 76,178,178,35,1,65,1,8,0.0,4,0.0,30,4,0.0,0.0,22,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,170,8,170,8
1 Oct 76,178,178,35,1,65,1,8,0.0,4,0.0,30,4,0.0,0.0,22,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,170,8,170,8
1 Nov 76,178,178,35,1,65,1,8,0.0,4,0.0,30,4,0.0,0.0,22,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,170,8,170,8
31 Dec 76,181,181,36,1,66,1,8,1.0,4,0.0,30,4,0.0,0.0,22,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,172,9,172,9
31 Jan 77,183,183,36,2,66,1,8,1.0,4,1.0,30,4,0.0,0.0,22,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,172,11,172,11
28 Feb 77,183,183,36,2,66,1,8,1.0,4,1.0,30,4,0.0,0.0,22,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,172,11,172,11
30 Mar 77,183,183,36,2,66,1,8,1.0,4,1.0,30,4,0.0,0.0,22,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,172,11,172,11
30 Apr 77,183,183,36,2,66,1,8,1.0,4,1.0,30,4,0.0,0.0,22,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,172,11,172,11
6 Jun 77,185,185,36,2,67,1,9,1.0,4,1.0,30,4,0.0,0.0,22,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,174,11,174,11
30 Jun 77,185,185,36,2,67,1,9,1.0,4,1.0,30,4,0.0,0.0,22,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,174,11,174,11
31 Jul 77,186,186,36,2,67,1,10,1.0,4,1.0,30,4,0.0,0.0,22,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,175,11,175,11
31 Aug 77,190,194,36,2,68,2,10,2.0,4,1.0,30,4,0.0,0.0,23,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,4.0,0.0,177,13,181,13
30 Sep 77,195,199,36,2,68,2,10,2.0,4,1.0,30,9,0.0,0.0,23,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,4.0,0.0,177,18,181,18
31 Oct 77,195,199,36,2,68,2,10,2.0,4,1.0,30,9,0.0,0.0,23,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,4.0,0.0,177,18,181,18
30 Nov 77,198,202,36,2,68,2,10,3.0,5,2.0,30,9,0.0,0.0,23,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,4.0,0.0,178,20,182,20
31 Dec 77,198,202,36,2,68,2,10,3.0,5,2.0,30,9,0.0,0.0,23,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,4.0,0.0,178,20,182,20
31 Jan 78,200,204,36,2,68,2,10,4.0,5,2.0,30,10,0.0,0.0,23,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,4.0,0.0,178,22,182,22
28 Feb 78,203,207,36,2,68,3,10,6.0,5,2.0,30,10,0.0,0.0,23,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,4.0,0.0,178,25,182,25
31 Mar 78,202,206,33,3,68,3,10,6.0,5,2.0,30,10,0.0,0.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,4.0,0.0,176,26,180,26
30 Apr 78,203,220,33,3,68,3,10,6.0,5,2.0,29,12,0.0,0.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,15.0,2.0,175,28,190,30
31 May 78,203,220,33,3,68,3,10,6.0,5,2.0,29,12,0.0,0.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,15.0,2.0,175,28,190,30
30 Jun 78,203,220,33,3,68,3,10,6.0,5,2.0,29,12,0.0,0.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,15.0,2.0,175,28,190,30
31 Jul 78,213,230,33,3,67,3,11,9.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,15.0,2.0,177,36,192,38
31 Aug 78,214,231,33,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,15.0,2.0,177,37,192,39
30 Sep 78,214,236,33,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,20.0,2.0,177,37,197,39
30 Nov 78,214,236,33,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,20.0,2.0,177,37,197,39
31 Dec 78,214,236,33,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,20.0,2.0,177,37,197,39
31 Jan 79,214,236,33,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,20.0,2.0,177,37,197,39
28 Feb 79,214,236,33,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,20.0,2.0,177,37,197,39
31 Mar 79,214,236,33,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,20.0,2.0,177,37,197,39
30 Apr 79,214,237,33,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,21.0,2.0,177,37,198,39
31 May 79,214,237,33,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,21.0,2.0,177,37,198,39
30 Jun 79,214,238,33,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,22.0,2.0,177,37,199,39
31 Jul 79,214,239,33,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,23.0,2.0,177,37,200,39
31 Aug 79,214,239,33,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,23.0,2.0,177,37,200,39
30 Sep 79,214,240,33,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,24.0,2.0,177,37,201,39
31 Oct 79,214,261,33,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,42.0,5.0,177,37,219,42
30 Nov 79,216,272,35,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,49.0,7.0,179,37,228,44
31 Dec 79,216,272,35,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,49.0,7.0,179,37,228,44
31 Jan 80,216,272,35,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,49.0,7.0,179,37,228,44
29 Feb 80,216,272,35,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,49.0,7.0,179,37,228,44
31 Mar 80,216,272,35,3,67,3,11,10.0,5,2.0,29,12,2.0,5.0,23,0.0,1.0,0.0,6,2,0.0,0.0,0.0,0.0,49.0,7.0,179,37,228,44
30 Apr 80,220,276,35,3,67,3,12,10.0,5,2.0,31,12,2.0,5.0,23,0.0,1.0,0.0,6,3,0.0,0.0,0.0,0.0,49.0,7.0,182,38,231,45
31 May 80,220,276,35,3,67,3,12,10.0,5,2.0,31,12,2.0,5.0,23,0.0,1.0,0.0,6,3,0.0,0.0,0.0,0.0,49.0,7.0,182,38,231,45
30 Jun 80,220,276,35,3,67,3,12,10.0,5,2.0,31,12,2.0,5.0,23,0.0,1.0,0.0,6,3,0.0,0.0,0.0,0.0,49.0,7.0,182,38,231,45
31 Jul 80,222,278,32,3,66,3,13,10.0,5,3.0,33,12,2.0,5.0,23,0.0,1.0,0.0,7,4,0.0,0.0,0.0,0.0,49.0,7.0,182,40,231,47
31 Aug 80,225,282,32,3,66,3,13,10.0,5,3.0,34,12,2.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,50.0,7.0,183,42,233,49
30 Sep 80,225,283,32,3,66,3,13,10.0,5,3.0,34,12,2.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,51.0,7.0,183,42,234,49
30 Nov 80,225,284,32,3,66,3,13,10.0,5,3.0,34,12,2.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,51.0,8.0,183,42,234,50
31 Dec 80,225,284,32,3,66,3,13,10.0,5,3.0,34,12,2.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,51.0,8.0,183,42,234,50
31 Jan 81,225,284,32,3,66,3,13,10.0,5,3.0,34,12,2.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,51.0,8.0,183,42,234,50
28 Feb 81,225,284,32,3,66,3,13,10.0,5,3.0,34,12,2.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,51.0,8.0,183,42,234,50
31 Mar 81,226,284,32,3,66,3,13,12.0,5,3.0,33,12,2.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,50.0,8.0,182,44,232,52
30 Apr 81,226,284,32,3,66,3,13,12.0,5,3.0,33,12,2.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,50.0,8.0,182,44,232,52
31 May 81,226,284,32,3,66,3,13,12.0,5,3.0,33,12,2.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,50.0,8.0,182,44,232,52
30 Jun 81,226,284,32,3,66,3,13,12.0,5,3.0,33,12,2.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,50.0,8.0,182,44,232,52
31 Jul 81,226,284,32,3,66,3,13,12.0,5,3.0,33,12,2.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,50.0,8.0,182,44,232,52
31 Aug 81,227,288,32,3,66,3,13,12.0,5,3.0,33,12,3.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,53.0,8.0,183,44,236,52
30 Sep 81,227,288,32,3,66,3,13,12.0,5,3.0,33,12,3.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,53.0,8.0,183,44,236,52
31 Oct 81,227,288,32,3,66,3,13,12.0,5,3.0,33,12,3.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,53.0,8.0,183,44,236,52
30 Nov 81,227,288,32,3,66,3,13,12.0,5,3.0,33,12,3.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,53.0,8.0,183,44,236,52
31 Dec 81,227,288,32,3,66,3,13,12.0,5,3.0,33,12,3.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,53.0,8.0,183,44,236,52
31 Jan 82,226,287,32,3,66,3,13,12.0,5,3.0,32,12,3.0,5.0,23,0.0,1.0,0.0,7,6,0.0,0.0,0.0,0.0,53.0,8.0,182,44,235,52
28 Feb 82,227,288,32,3,66,3,13,12.0,5,3.0,32,12,3.0,5.0,23,0.0,2.0,0.0,7,6,0.0,0.0,0.0,0.0,53.0,8.0,183,44,236,52
31 Mar 82,227,288,32,3,66,3,13,12.0,5,3.0,32,12,3.0,5.0,23,0.0,2.0,0.0,7,6,0.0,0.0,0.0,0.0,53.0,8.0,183,44,236,52
6 May 82,227,289,32,3,66,3,13,12.0,5,3.0,32,12,3.0,5.0,23,0.0,2.0,0.0,7,6,0.0,0.0,0.0,0.0,54.0,8.0,183,44,237,52
31 May 82,227,289,32,3,66,3,13,12.0,5,3.0,32,12,3.0,5.0,23,0.0,2.0,0.0,7,6,0.0,0.0,0.0,0.0,54.0,8.0,183,44,237,52
30 Jun 82,227,289,32,3,66,3,13,12.0,5,3.0,32,12,3.0,5.0,23,0.0,2.0,0.0,7,6,0.0,0.0,0.0,0.0,54.0,8.0,183,44,237,52
31 Jul 82,228,291,33,3,66,3,13,12.0,5,3.0,32,12,3.0,5.0,23,0.0,2.0,0.0,7,6,0.0,0.0,0.0,0.0,54.0,9.0,184,44,238,53
10 Sep 82,228,294,33,3,66,3,13,12.0,5,3.0,32,12,3.0,5.0,23,0.0,2.0,0.0,7,6,0.0,0.0,0.0,0.0,57.0,9.0,184,44,241,53
4 Oct 82,229,295,33,3,66,3,13,12.0,5,3.0,32,12,3.0,5.0,23,0.0,2.0,1.0,7,6,0.0,0.0,0.0,0.0,57.0,9.0,184,45,241,54
31 Oct 82,230,296,33,3,66,3,14,12.0,5,3.0,32,12,3.0,5.0,23,0.0,2.0,1.0,7,6,0.0,0.0,0.0,0.0,57.0,9.0,185,45,242,54
30 Nov 82,230,297,33,3,66,3,14,12.0,5,3.0,32,12,3.0,5.0,23,0.0,2.0,1.0,7,6,0.0,0.0,0.0,0.0,58.0,9.0,185,45,243,54
5 Jan 83,230,297,33,3,66,3,14,12.0,5,3.0,32,12,3.0,5.0,23,0.0,2.0,1.0,7,6,0.0,0.0,0.0,0.0,58.0,9.0,185,45,243,54
31 Jan 83,231,298,33,3,66,3,14,12.0,5,3.0,33,12,3.0,5.0,23,0.0,2.0,1.0,7,6,0.0,0.0,0.0,0.0,57.0,10.0,186,45,243,55
28 Feb 83,231,298,33,3,66,3,14,12.0,5,3.0,33,12,3.0,5.0,23,0.0,2.0,1.0,7,6,0.0,0.0,0.0,0.0,57.0,10.0,186,45,243,55
31 Mar 83,231,298,33,3,66,3,14,12.0,5,3.0,33,12,3.0,5.0,23,0.0,2.0,1.0,7,6,0.0,0.0,0.0,0.0,57.0,10.0,186,45,243,55
30 Apr 83,231,298,33,3,66,3,14,12.0,5,3.0,33,12,3.0,5.0,23,0.0,2.0,1.0,7,6,0.0,0.0,0.0,0.0,57.0,10.0,186,45,243,55
31 May 83,231,298,33,3,66,3,14,12.0,5,3.0,33,12,3.0,5.0,23,0.0,2.0,1.0,7,6,0.0,0.0,0.0,0.0,57.0,10.0,186,45,243,55
30 Jun 83,231,298,33,3,66,3,14,12.0,5,3.0,33,12,3.0,5.0,23,0.0,2.0,1.0,7,6,0.0,0.0,0.0,0.0,57.0,10.0,186,45,243,55
30 Jul 83,231,298,33,3,66,3,14,12.0,5,3.0,33,12,3.0,5.0,23,0.0,2.0,1.0,7,6,0.0,0.0,0.0,0.0,57.0,10.0,186,45,243,55
2 Sep 83,229,296,33,3,66,3,14,12.0,5,3.0,31,12,3.0,5.0,23,0.0,2.0,1.0,7,6,0.0,0.0,0.0,0.0,57.0,10.0,184,45,241,55
11 Oct 83,232,299,35,3,66,3,14,12.0,5,3.0,31,13,3.0,5.0,23,0.0,2.0,1.0,7,6,0.0,0.0,0.0,0.0,57.0,10.0,186,46,243,56
31 Oct 83,229,296,33,3,65,3,14,12.0,5,3.0,31,12,3.0,5.0,23,0.0,3.0,1.0,7,6,0.0,0.0,0.0,0.0,57.0,10.0,184,45,241,55
31 Jan 84,231,301,33,3,65,3,14,12.0,5,3.0,33,13,3.0,5.0,22,0.0,3.0,1.0,7,6,0.0,0.0,0.0,0.0,59.0,11.0,185,46,244,57
29 Feb 84,233,305,34,3,66,3,14,12.0,5,3.0,33,13,3.0,5.0,22,0.0,3.0,1.0,7,6,0.0,0.0,0.0,0.0,61.0,11.0,187,46,248,57
31 Mar 84,229,296,33,3,65,3,14,12.0,5,3.0,31,12,3.0,5.0,23,0.0,3.0,1.0,7,6,0.0,0.0,0.0,0.0,57.0,10.0,184,45,241,55
30 Apr 84,233,305,34,3,66,3,14,12.0,5,3.0,33,13,3.0,5.0,22,0.0,3.0,1.0,7,6,0.0,0.0,0.0,0.0,61.0,11.0,187,46,248,57
31 May 84,233,307,34,3,66,3,14,12.0,5,3.0,33,13,3.0,5.0,22,0.0,3.0,1.0,7,6,0.0,0.0,0.0,0.0,63.0,11.0,187,46,250,57
30 Jun 84,233,307,34,3,66,3,14,12.0,5,3.0,33,13,3.0,5.0,22,0.0,3.0,1.0,7,6,0.0,0.0,0.0,0.0,63.0,11.0,187,46,250,57
31 Jul 84,233,310,33,4,65,4,14,12.0,5,3.0,32,14,3.0,5.0,22,0.0,3.0,1.0,7,6,0.0,0.0,0.0,0.0,66.0,11.0,184,49,250,60
31 Aug 84,246,326,37,4,72,4,14,12.0,5,3.0,33,16,3.0,5.0,22,0.0,3.0,1.0,8,4,0.0,0.0,0.0,0.0,69.0,11.0,197,49,266,60
30 Sep 84,246,326,37,4,72,4,14,12.0,5,3.0,33,16,3.0,5.0,22,0.0,3.0,1.0,8,4,0.0,0.0,0.0,0.0,69.0,11.0,197,49,266,60
31 Oct 84,247,328,37,4,72,4,14,12.0,5,3.0,34,16,3.0,5.0,22,0.0,3.0,1.0,8,4,0.0,0.0,0.0,0.0,70.0,11.0,198,49,268,60
30 Nov 84,248,330,38,4,72,4,14,12.0,5,3.0,33,17,3.0,5.0,22,0.0,3.0,1.0,8,4,0.0,0.0,0.0,0.0,71.0,11.0,198,50,269,61
31 Jan 85,249,332,39,4,72,4,14,12.0,5,3.0,33,17,3.0,5.0,22,0.0,3.0,1.0,8,4,0.0,0.0,0.0,0.0,72.0,11.0,199,50,271,61
28 Feb 85,250,334,39,4,72,4,14,12.0,5,3.0,34,17,3.0,5.0,22,0.0,3.0,1.0,8,4,0.0,0.0,0.0,0.0,72.0,12.0,200,50,272,62
31 Mar 85,253,338,39,4,72,4,14,12.0,5,3.0,34,20,3.0,5.0,22,0.0,3.0,1.0,8,4,0.0,0.0,0.0,0.0,72.0,13.0,200,53,272,66
3 May 85,253,342,39,4,72,4,14,12.0,5,3.0,34,20,3.0,5.0,22,0.0,3.0,1.0,8,4,0.0,0.0,0.0,0.0,74.0,15.0,200,53,274,68
31 May 85,255,352,39,4,73,4,14,12.0,5,3.0,34,20,3.0,5.0,22,0.0,3.0,1.0,8,5,0.0,0.0,0.0,0.0,76.0,21.0,201,54,277,75
30 Jun 85,261,359,42,4,73,4,14,12.0,5,3.0,35,21,3.0,5.0,23,0.0,3.0,1.0,8,5,0.0,0.0,0.0,0.0,77.0,21.0,206,55,283,76
31 Jul 85,263,368,44,4,73,4,14,12.0,5,3.0,35,21,3.0,5.0,23,0.0,3.0,1.0,8,5,0.0,0.0,0.0,0.0,82.0,23.0,208,55,290,78
3 Sep 85,266,375,44,4,73,4,14,12.0,5,3.0,38,21,3.0,5.0,23,0.0,3.0,1.0,8,5,0.0,0.0,0.0,0.0,84.0,25.0,211,55,295,80
30 Sep 85,270,382,44,4,73,4,14,12.0,5,3.0,41,22,3.0,5.0,23,0.0,3.0,1.0,8,5,0.0,0.0,0.0,0.0,87.0,25.0,214,56,301,81
1 Nov 85,270,386,44,4,73,4,14,12.0,5,3.0,41,22,3.0,5.0,23,0.0,3.0,1.0,8,5,0.0,0.0,0.0,0.0,91.0,25.0,214,56,305,81
30 Nov 85,270,386,44,4,73,4,14,12.0,5,3.0,41,22,3.0,5.0,23,0.0,3.0,1.0,8,5,0.0,0.0,0.0,0.0,91.0,25.0,214,56,305,81
31 Dec 85,274,390,45,4,74,5,14,12.0,5,3.0,41,23,3.0,5.0,23,0.0,3.0,1.0,8,5,0.0,0.0,0.0,0.0,91.0,25.0,216,58,307,83
31 Jan 86,274,392,45,4,74,5,14,12.0,5,3.0,41,23,3.0,5.0,23,0.0,3.0,1.0,8,5,0.0,0.0,0.0,0.0,92.0,26.0,216,58,308,84
28 Feb 86,275,394,45,4,75,5,14,12.0,5,3.0,41,23,3.0,5.0,23,0.0,3.0,1.0,8,5,0.0,0.0,0.0,0.0,93.0,26.0,217,58,310,84
31 Mar 86,278,401,45,4,75,5,14,12.0,5,3.0,43,24,3.0,5.0,23,0.0,3.0,1.0,8,5,0.0,0.0,0.0,0.0,97.0,26.0,219,59,316,85
6 May 86,279,404,45,4,75,5,14,12.0,5,3.0,43,25,3.0,5.0,23,0.0,3.0,1.0,8,5,0.0,0.0,0.0,0.0,99.0,26.0,219,60,318,86
31 May 86,280,409,45,4,76,5,14,12.0,5,3.0,43,25,3.0,5.0,23,0.0,3.0,1.0,8,5,0.0,0.0,0.0,0.0,102.0,27.0,220,60,322,87
30 Jun 86,280,410,45,4,76,5,14,12.0,5,3.0,43,25,3.0,5.0,23,0.0,3.0,1.0,8,5,0.0,0.0,0.0,0.0,103.0,27.0,220,60,323,87
31 Aug 86,282,416,45,4,77,5,14,12.0,5,3.0,43,26,3.0,5.0,23,0.0,3.0,1.0,8,5,0.0,0.0,0.0,0.0,107.0,27.0,221,61,328,88
31 Oct 86,286,425,45,5,77,5,14,13.0,5,3.0,43,27,3.0,5.0,23,0.0,4.0,1.0,8,5,0.0,0.0,0.0,0.0,112.0,27.0,222,64,334,91
30 Nov 86,286,425,45,5,77,5,14,13.0,5,3.0,43,27,3.0,5.0,23,0.0,4.0,1.0,8,5,0.0,0.0,0.0,0.0,112.0,27.0,222,64,334,91
31 Dec 86,287,427,45,5,77,5,14,14.0,5,3.0,43,27,3.0,5.0,23,0.0,4.0,1.0,8,5,0.0,0.0,0.0,0.0,113.0,27.0,222,65,335,92
31 Jan 87,288,440,46,5,77,5,14,14.0,5,3.0,43,27,3.0,5.0,23,0.0,4.0,1.0,8,5,0.0,0.0,0.0,0.0,123.0,29.0,223,65,346,94
28 Feb 87,289,442,46,5,77,5,14,14.0,5,3.0,43,28,3.0,5.0,23,0.0,4.0,1.0,8,5,0.0,0.0,0.0,0.0,124.0,29.0,223,66,347,95
31 Mar 87,289,443,46,5,77,5,14,14.0,5,3.0,43,28,3.0,5.0,23,0.0,4.0,1.0,8,5,0.0,0.0,0.0,0.0,125.0,29.0,223,66,348,95
31 May 87,296,452,46,5,76,6,14,14.0,5,3.0,43,29,3.0,5.0,28,0.0,5.0,1.0,8,5,0.0,0.0,0.0,0.0,127.0,29.0,228,68,355,97
30 Jun 87,299,462,47,5,76,7,14,14.0,5,3.0,43,30,3.0,5.0,28,0.0,5.0,1.0,8,5,0.0,0.0,0.0,0.0,132.0,31.0,229,70,361,101
31 Aug 87,303,466,47,5,76,9,14,15.0,5,4.0,43,30,3.0,5.0,28,0.0,5.0,1.0,8,5,0.0,0.0,0.0,0.0,132.0,31.0,229,74,361,105
30 Sep 87,307,474,47,5,76,9,14,15.0,5,4.0,44,31,3.0,5.0,28,0.0,5.0,1.0,8,7,0.0,0.0,0.0,0.0,136.0,31.0,230,77,366,108
30 Nov 87,313,485,48,5,78,10,14,17.0,5,4.0,44,31,3.0,5.0,28,0.0,5.0,1.0,8,7,0.0,0.0,0.0,0.0,137.0,35.0,233,80,370,115
31 Dec 87,311,484,47,6,75,10,15,18.0,5,4.0,43,31,3.0,5.0,28,0.0,5.0,1.0,8,7,0.0,0.0,0.0,0.0,140.0,33.0,229,82,369,115
31 Jan 88,311,484,47,6,75,10,15,18.0,5,4.0,43,31,3.0,5.0,28,0.0,5.0,1.0,8,7,0.0,0.0,0.0,0.0,140.0,33.0,229,82,369,115
31 Mar 88,313,492,47,6,76,10,15,18.0,5,4.0,43,31,3.0,5.0,29,0.0,5.0,1.0,8,7,0.0,0.0,0.0,0.0,145.0,34.0,231,82,376,116
30 Apr 88,313,492,47,6,76,10,15,18.0,5,4.0,43,31,3.0,5.0,29,0.0,5.0,1.0,8,7,0.0,0.0,0.0,0.0,145.0,34.0,231,82,376,116
